"completion","prompt"
" 0","Тема: 23 ручейки - - - - - - - - - - - - - - - - - - - - отправлены ами чокши/корпусом/энроном 12 / 23 / 99 10 : 30 утра - - - - - - - - - - - - - - - - - - королевский _ б _ эдмондсон @ опорная энергия.Как я могу злиться на такого милого человека, как ты... ..очень занята .. (см. прилагаемый файл: hpldecl 999 . xls) - hpldecl 999 . xls"
" 0","Тема: лучше всего предположить, что сейчас . . . . . должно подняться, но немного, чтобы быть уверенным .- - - - - - - - - - - - - - - - - - - - - - - - - - - - - королевский _ б _ Эдмондсон @ энергоснабжение., 12 / 22 / 99 02 : 31 : 09 чокши / Corp / Enron @ enron cc : тема : re : лучше всего сейчас . . . . должно подняться, но немного, чтобы быть уверенным .. (см. прилагаемый файл: hpl - jan . xls) - hpl - jan . xls"
" 0","Тема: Редакция охотничьего / лесного / контроля 11500 на 8 дней = 92 , 000 больших билетов 120000 @ 4 дня = 480 , 000 000 @ 4 дня = 200, 000 - - - - - - - - - - - - - - - - - - - - - - - - - - - отправлены ами чокши/корпусом/энроном 12 / 23 / 99 09: 16 00 - - - - - - - - - - - - - - - - - - - - - - - - - - экт @ ect - - - - - - - - - энрон Северной Америки - от: ами чокши 12 / 23 / 99 08: 27 - : давид бумбач / у / ет @ ect, rown j / / - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ."
" 0","Тема: &quot; ENTEx Rom &quot; : охотничьи/лесные/контроля 11500 на 8 дней = 92, 000 больших билетов 50000 на 8 дней = 400, 000 ами"
" 0","Тема: графства/метры для драгоценных камней и серединами ткс - - - - - - - - - - - - - - - - - - - - - - - - - - отправлены ами чокши/корпусом/энроном 12 / 23 / 99 12 : 42 - - - - - - - - - - - - - - - - - - - Фей Эллис @ ect 12 / - - - - - 99 12 : 37. Уведомления в режиме онлайн вернутся к статистическому, поскольку она подала запросы, и поэтому я посылаю вам следующие: расходомеры: метр # описание направления потока по типу объекта 19 - 1043 - 00, оба пула e. mcfaddin 29320, оба водохранилища Tejas 31 - 504 - 04, оба водохранилища Trevino 440 - 552, оба водохранилища гарза 440 - 557, оба водохранилища 440 - 559, оба водохранилища Comitas South 440 - 565 pdc-приемные джинсы 63 установки среднего texas : метр метр : метр # описание направления потока объекта 446 gennings panch 5553 pdc приемных greta / roc 5576 gpo приемных холлов faye: ami chokshy @ enron 12 / 23 / 99 11: 34 в: fayeelis / ect @ ect: субъект::: : : : : : : : : типы: : : типы: : /метры для гемк и метры для метров и метров метров метровых тхр.Мастерская и дженнинг в районе Запата-Грета/Том-о Коннор в округе Рефуджио."
" 0","Тема: Позиция jan net - пересмотрена - - - - - - - - - - - - - была передана компанией &quot; Ami chokshi &quot; / &quot; Corp/enron &quot; 12 / 23 / 99 11 : 38 - - - - - - - - - - - - - - - - - - - - &quot; Enron North America Corp. &quot; : ami chokshi 12 / 23 / 99 11 : 32 - 00: 00: 00:00: 00: 00, &quot; Rown jferman &quot; /ou / ect @ ect , bryan card / ou / ect @ ect , o &quot; neal dwinfree / ou / ect @ ect cc: тема: Jan Net stent:"
" 0","Тема: Макмулированный газ для 11 / 99 Джеки, поскольку вход на 3 речную станцию закрыт 10 / 19 99 (последний день течения) : на каком измерителе расходуется Макмулленовый газ?На каком расходомере Hpl покупает остаточный газ?Я все еще вижу активные сделки с метром 3405 в трейлере для теко, грациозного, винтажа, теджона, и быстро я также вижу газ, запланированный в попках на метр 3404 и 3405. Пожалуйста, совет.Мы должны решить эту проблему как можно скорее, с тем чтобы урегулирование могло выслать платежи.Спасибо."
" 0","Тема: Mcmullen Line Эксплуатационно-техническое обслуживание с сегодняшнего утреннего заседания, как я понимаю, газ от МакМуллена до скромного (тогда король ранчо) опустится из-за погони в течение следующих нескольких дней.Пожалуйста, не забывайте о том, что между штатами есть продажи с королевского ранчо.Вы, возможно, захотите сообщить торговцам, что на королевском ранчо будет не так много поставок, чтобы справиться с этими продажами.У меня есть оценки продаж и поставок на 27-й.Общий объем продаж между штатами на королевском ранчо = 26 , 422 ммбту (менее pvr) = клеточное ранчо = 37 , 600 лесных масел = 3 , 696 лаэнкантада = 767 больших ковбоев = 34 , 697 3 реки (сегодня) = 18 690 общего объема поставок для продажи 27 десятых .= 95, 450 ммбту эти объемы поставок основаны на сделках с поставками в рамках единой системы.Если в оперативном плане имеются расхождения, то сделки на поставку ситары должны быть надлежащим образом снижены."
" 0","Тема: Выдвижение кандидатур на 28 декабря 1999 года (см. прилагаемый файл: hpll 228 . xls) - hpll 228 . xls"
" 0","Тема: Новое место доставки газа нат ed и elsa здесь "", некоторые из предложенных формулировок , на основе нашего разговора .Пожалуйста, проанализируйте и предложите замечания.fyi : все новые торговые компоненты (т.е. место доставки) требуют пересмотра юридических , david forster и Marcello Romano для утверждения .Операция заключается в доставке газа из бассейна через трубопроводную компанию Хьюстона, как это было запланировано контрагентом, либо (i) в зону судового канала Хьюстон 10 , метр # 7342 или (ii) в зону судового канала Хьюстон 10 в любой из следующих точек : брендивин (метр # 1505 ); детектив энерфин (метр # 1563 ); дюпонт (метр # 1019 ); екстар (метр # 1373 ) ; этил (альбемарл) (метр # 1188 ) ; экксон (метр # 1031 ); георджиа Длина корпор. (метр # 713 ) ; фибро-энергетика в c. (Valero ref.)(метр # 1394) ; снаряды на восток (метр # 1060 ) ; окислительное поле боя (метр # 1485 ) ; igs dodge Street (метр # 1508 ) ; тысячелетний Петро полимер (метр # 1553 ) .Дейл - - - - - - - - - - - - - - - - - - - - Ныне - 12 / 22 / 99 10 : 15: 00:00: elsa willerreal / ou / ect @ ect : ect / ou - - - - - - - - - - - dele neuner co: ennifer deboisblanc denny / ect @ ect, roadn j / how - - - ect - - - - - - - - - - - y - lecnabet l Hernandez / au - - - ect @ nect cc: jennifer deboisblanc denny / au ect @ ect @ ect ect , count of marcello Roading doctions doctions docton hounductions hounditon hounding hounding hounding hound hounding ther shat a hist hod hod hous hound hound hound hound hound hound shing hod thon thon ther shat hound shat hound ther ther cht."
" 0","Тема: re: ua 4 - метр 1441 для 11 / 97 - falfurrias Howard - указанный выше счетчик указывает на ежедневный скачок, в котором нет никого в инициалах управления объемом в оссах.Мне нужна кое-какая информация для осмеливания, прежде чем можно будет определить, должна ли сделка быть заключена для покрытия контракта 089 на 11/97 форвард.Я провел следующие исследования: 1 / 95 показывает доставку по транспортному договору 012 - 82269 - 02 - 002 (на юго-востоке маркетинговой ко. в качестве контрагента) 1 / 96 thru 10 / 31 / 97 показывает доставку по транспортному договору 012 - 27182 - 02 - 001 (маркетинг эсперанзы в качестве контрагента).11 / 97 thru 12 / 97 показывает доставку на 089 - 41500 - 102 1 / 98 показывает доставку на 089 - 41500 - 101 никаких других операций на этом счетчике с 1 / 98.не являются ли транспортные договоры более действительными для передачи и является ли это причиной использования договора 089?или договор перевозки должен быть передан вместо договора 089 на 11/97 форварда?каждый предмет указывает на доставленный объем, и поэтому либо перевозка, либо продажа осуществляются.Вся информация, представленная в докладе ua 4, нуждается в контракте на 9, 448 ммбту.Поскольку счетчик был назначен кому - то еще в это время до того, как он был мне поручен, трудно понять, почему контракт 089 когда - нибудь использовался для распределения, и поскольку нет других записей, таких, как билеты на сделки в Cpr или осс.Нужна помощь, Стелла осмеливайтесь, фермер, 12 / 99 07 : 14 утра : стелла l morris / ou / ect @ ect cc : тема: : ua 4 - метр 1441 для 11 / 97 - falfurrias что произошло в этот момент в предыдущие месяцы ?Кому было отдано количество?d : stella l morris 12 / 99 06 : 04: 04:00 до : roten j farman / ou / ect @ ect : mary mster / y / ect @ ect , Howard b / you / ect @ ect субъект : ua 4 - метр 1441 за 11 / 97 - falfurrias rounn - мне нужна ваша помощь в решении этого вопроса .Не было никакой сделки в шосах для вышеупомянутого эталонного счетчика, и я не смог найти ничего в Cpr.В контракте указано 089 - 41500 - 102, что представляет собой распродажу на сумму 9448. Спасибо, Стелла."
" 0","Тема: Объединить команду, работающую над этим, уникс-сервер, который объединяет производство (протон) отключился этим утром.Команда Unix работает над этим.Я дам вам знать, как только будет доступно объединение.d. н."
" 0","Тема: Выдвижение заявки на януар на 2000 год - ежемесячная заявка на газ на кальпийский период _ _ _ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
" 0","Предмет: Jan noms - - - - - - - - - - - - - - - - - - - - - - - отправлены ами чокши/корпусом/энроном 12 / 28 / 99 10 : 51 00 - - - - - - - - - - - - - - - - - - - - трой - _ бенуит @ опорная энергия.com 12 / 28 / 99 10 : 47 : 23 : ami chokshi / Corp / Enron @ enron cc : тема : jan noms (см. прилагаемый файл : egmnom - jan . xls ) - egmnom - jan . xls ."
" 0","Тема: черный марлин - метр 98782 для 8 / 98 - ua 4, согласно измерениям, поток 7 , 394 в 8 / 98 , однако нет ничего, что указывало бы на то, что это газ, полученный на hpl в оссах .Я проверил мипы, и есть показания измерений, которые поддерживают расход потока 7 , 394 ммbtu.Смею ли я предложить сделку в Кпр, которая, возможно, не покормила бы осс?Спасибо, Стелла."
" 0","Тема: Редакция - черный марлин - метр 98782 для 8 / 98 - ua 4 - пересмотр - согласно измерениям, объем потока составляет 7 , 394 в 8 / 98 , однако нет ничего, что указывало бы на то, что это газ, полученный на hpl в оссах.Я проверил мипы, и есть показания измерений, которые поддерживают расход потока 7 , 394 ммbtu.Смею ли я предложить сделку в Кпр, которая, возможно, не покормила бы осс?Я проверила ося за весь 1998 год, и никаких других сделок с осами не было.Странно, что это единственный месяц течения.Спасибо, Стелла."
" 0","Тема: y 2 k сведения о сделке, которая будет заключена на Jan . 1 , 2000 : покупка/продажа : ccpty: aquila energy marketing Corporation zone: agua dulce @ 0584 том: 5 , 000 / d ценообразование : hsc - 0 .065-й период: 1 / 1 / 31 / 00 / 00 эта сделка станет второй частью ситара сделки # 143974 . Пожалуйста, дайте мне знать, если будут какие-либо вопросы или проблемы .Дэйв"
" 0","Тема: метр 1517 - Jan 1999 gerge , мне нужно сделать следующее: Jan 13 ноль от 012 - 27049 - 02 - 001 пакет приемки id 2666 распределяет поток от 149 до 012 - 64610 - 02 - 055 deliv пакет id 392 jan 26 0 от 012 - 27049 - 02 - 001 пакет приемки id 3011 ноль от 012 - 64610 - 02 - 055 deliv пакет id 392 были ошибочно номинированы на транспортные контракты (ect 201 получение ) дайте мне знать, когда это будет сделано hc"
" 0","Тема: Новый пункт объединения #7342, новый пункт объединения будет улажен Робертом Ллойдом, с Джеки юным в качестве его подкрепления.Пожалуйста, позвоните любому из них с любыми обновлениями.Спасибо, Пэт."
" 0","Тема: Объединение производства обратно - Eol-дело подчеркнуто, что протонная машина работает, и в настоящее время существует объединение производства .За то, что был таким терпеливым, трейлер сейчас высветит ваши эол сделки в жёлтом.Спасибо, д. н."
" 0","Недостающие тксю-одиночка и оазис-пути stacey, похоже, ваши недостающие пути показали причуду в нашем подавлении нулевых путей.4 пути были первоначально введены как ноль, а затем, на более позднем этапе, сменились на ноль.система неправильно определила, что нулевой путь больше не следует подавлять.Мы починили 4 пути и скорректировали код, так что этого больше не будет.ниже — снимок проблемы 22 ноября, который теперь установлен .Спасибо, д. н."
" 0","Тема: Валеро 8018 и 1394 гэри, каково состояние этого?hc - - - - - - - - - - - - - - - - - - - - - Кеннет-моремен 12 / 21 / 99 01 : 02:00 до: гэри-лампировщик / ты / экт @ ect / u - - - - - - - - - . - . - . - . - . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Гэри, я не видел никаких документов об этом от Валеро.Пожалуйста, посоветуйтесь с вашим коллегой, чтобы получить письмо-уведомление, или нам придется обработать сделку, как если бы выкуп был активен.Спасибо, Кен."
" 0","Тема: Фактическая стоимость энрона для декембера 28 , 1999 teco tap 60 .000/энтрон"
" 0","Тема: хpl номинация на декембер 30, 1999 (см. прилагаемый файл: hpll 230 xls) - hpll 230 xls"
" 0","Тема: метр 74, ошибка моста декембера осмелилась: у меня есть ошибка для транско-бамммеля на 20.0 / день в днях с 23 по 27 - изменяете ли вы тома, когда их отправляют обратно?23 133 24 20783 25 20738 26 20787 27 20123 Спасибо!Шарлотта, я должен быть чист к полудню завтра . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
" 0","Тема: hl & p потока janet.Прилагаются самые последние цифры ."
" 0","Тема: три реки , # 6722 цоколь - контроль за газом имеет некоторые линейные работы, запланированные на 1 / 4 , 5 , 6, что повлияет на исходную точку .У динаги есть ном ' d 1800 в данный момент, и я предполагаю, что они захотят базовый загруз для януар.также кажется, что здесь есть газовая ном 'd (около 1 200 мм).Вместо того, чтобы сокращать эти объемы, попробуйте ли вы договориться с koch не протечь этот газ во время отключения, а выправить его, как только отключение закончится (они могут начать поток на 1 / 6)?Пожалуйста, дайте мне знать как можно скорее.Спасибо."
" 0","Сюжет: продюсер закрылся в списке для Виктории 18 ».- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- были направлены лаурийским алленом/вы / экт 12 / 29 / 99 03 : conni satt / ou / ect @ect -- - - - - - - - enron North america corp. : gary a Hanks 12 / 29 / 99 02 : 49 ч. 00 м. -- : conney satt / ou / ect @ ect / - - - - - ~ - at ent , pat clynes / corp / enron / melissa grabs / he / ect @ ect : ect , mary solmonson / ect / ect @ entria engera engers for: @ engeron engeron enges enger enges 18 enger / geron enger enges en enges en en enges en en en en en en en en en / ger en en en en en en en en en en en en en en en enges enges enges anes en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en en le, 2000 : 986833 отметки # 1 общий пункт 989730 Swickheimer 984056 cologne 985754 fld 985982 coletto reek 986063 mokeen 986140 swickheimer 989620 service # 1 984046 apache 985547 freeman 989664 talber graham 986767 shelidan energy 985972 объятия & объятия 989668 pentex 9855 Esperanza 984724 новые горизонты 984959 динамические 985360 bnp coil 984143 hlcorp 984286 spidletop 9885430 южного газа 989679 trone 989663 кромного газа 985801 vintage 989629 Ketro corporporation 986722 duke 3 речной газовой установки 989736 c & eberclair 989813 c d dack 98625 unal undeldeldelco."
" 0","Тема: изменения числа дюн, переводимые гэри l payne / you / ect at 12 / 14 / 99 02 : 35 agnday / - - - - ~ ~ ~ ouhen ~ ~ ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ ~ ~ noc wach that anc that nec that nect me: hemmy jyanwoki / ect nect me: doc that that that orge change / heck neestra / / ect : doc an / ect / doct / dociet / doct @ chiechael eiben / hou / ect , déckt / / kehel / / / no heck / / dect: номер контрагента cc id от cinergy resources int. 62163 869279893 928976257 Управление энергодинамикой, ин. 69545 825854664 0889774 South Jersey Resources Group llc 52109 789118270 03647436 трансальта маркетинг энергии (наша ) инк. 62413 2520050406 255326837 филадельфийские газовые работы 33282 14841504 146907159"
" 0","Тема: Продюсер закрыл - в списке для Victoria 18 ""линейные работы fyi - - - - - - - - - - - - - - - - - - - - отправил гэри гонки / у / экт 12 / 29 / 99 03 : gerge Weisman / ect @ ect cc: gary a hanks / - - - - - - ect @ ect, mary johonson / ect @ ect 03 : 12 / 99 03 : : gerge weisman / u / ect @ ect cc: gary hanks / - - - - - - - - y - - y - - - enron North amory johonson / hou - - - - - - - - - - entro me the that me test mestant mestant mestant of mestat mestat mestant of hest of hest meas mest mest thing ther ther ther thing thing thing thing thing ther thing me me dire me dire th dire th dire thing thing me me dire dire dire dire dire dire dire dire dire dire dire dire dire dire dire dire dire at at at at at me me th me me me me me me me me me me me me dire dire that that me me me me me me me me me me me me me me me me me me me me th me me me me me me me me me me me me me me me me me me me me me me Гэри предположил, что организатор сделки свяжется с этими продюсерами в устной форме, а потом Конни Саттон получит письменное уведомление.В ходе нашей дискуссии, так как Мэри Джо и Гэри сегодня вечером не работают, я передаю вам это послание.Эти контракты: Cody Texas , Ip , 012 - 64365 - 101 , 96018049 и Samson одинокая звезда , 012 - 77555 - 105 , 96016761 . Дайте мне знать, если есть дополнительная информация, которую я могу предоставить .Благодарю вас, Мелисса, Мелисса - - - - - - - - - - - - - - - - - - был передан могилами Мелиссы 12 / 29 / 99 02 : : 50 - / 99 02 : : conni sutt / ou / ect @ ect, levri a allen / - - - - - - - - - - - - enron North america corp. : gary a Hanks 12 / 29 / 99 02 : : 49 : conni sutt / how / ect @ ect ect : ect, levie a allen / - - - - - - - - - - - - at cly / enron @ entron , melissa hars / ou / ect @ engeria pres to ganneiger enges enger / gan ru det engergerges / get ru det ru det ru det ru det ru gan ruger ru gan ru gan ru get ruger en en en ruges / get ru det det en ruget ruget ru get en en en en en en ruger en ru det det enger an an an an an an an an an an an an an en en an / en an an an an / / / / / / ru det det det det det det an an an an an an an an an an an an an an en en an an en en en en en en en en en an an en en en en en ru, 2000 : 986833 отметки # 1 общий пункт 989730 Swickheimer 984056 cologne 985754 fld 985982 coletto reek 986063 mokeen 986140 swickheimer 989620 service # 1 984046 apache 985547 freeman 989664 talber graham 986767 shelidan energy 985972 объятия & объятия 989668 pentex 9855 Esperanza 984724 новые горизонты 984959 динамические 985360 bnp coil 984143 hlcorp 984286 spidletop 9885430 южного газа 989679 trone 989663 кромного газа 985801 vintage 989629 Ketro corporporation 986722 duke 3 речной газовой установки 989736 c & eberclair 989813 c d dack 98625 unal undeldeldelco."
" 0","Тема: три реки, номер 6722, пожалуйста, дайте нам знать как можно скорее.Спасибо, пат Лаури а Аллен @ ect 12 / 29 / 99 02 : 50 вечера до : ajochee lannou / ou / ect @ ect cc : pat clynes / Corp / enron @ enron , осмеливающий j фермер / ou / ect @ est thise : koch три реки , # 6722 tajeee - контроль за газом имеет определенную линейную работу, запланированную на 1 / 4 , 5 , 6, что повлияет на исходную точку .У динаги есть ном ' d 1800 в данный момент, и я предполагаю, что они захотят базовый загруз для януар.также кажется, что здесь есть газовая ном 'd (около 1 200 мм).Вместо того, чтобы сокращать эти объемы, попробуйте ли вы договориться с koch не протечь этот газ во время отключения, а выправить его, как только отключение закончится (они могут начать поток на 1 / 6)?Пожалуйста, дайте мне знать как можно скорее.Спасибо."
" 0","Тема: метр 73 - Dec 1999 ami, мы должны следить за тем, чтобы каждый месяц существовал ном (даже если 0 с всегда посылаемым) для conroe (сумма sitara 70222) .Ежемесячно ENTEx имеет громкость, но в ноябре не было никаких установок.hc"
" 0","Тема: транско-баммель, метр 74, декембер 29 осмеливается, эльса: 12, 200, которые доставлялись в транско с 216 до txu, были отрезаны от пропускной способности трубопровода.Диспетчерская служба оставила мне сообщение вчера поздно вечером - я забрала его сегодня утром.Вопросы?Просто позвони.Шарлотта"
" 0","Тема: три реки, #6722, я говорил с Ларри Замитом сегодня утром о выбытии января с 1 по 6. Он согласился держать газ для нас и собрать его на всю оставшуюся часть января.На данный момент у нас есть 3 , 007 номинации на 1 / 00, и именно это он согласился продержать .Вопросы?Позвони мне.Шарлотта / Целься"
" 0","Тема: Объединенная нефть и минералы, инк., пожалуйста, установите спотовый билет для объединенной нефти и минералов, инк. . на метр 5053 для януар.Стоимость билета будет составлять 100%, если / hsc меньше 0 .14 и предусмотреть 1 , 400 мм btu / d. Эта сделка будет выполнена в соответствии с контрактом Globla 96002441. Пожалуйста, позвоните, если я смогу оказать какую-либо дополнительную помощь .Спасибо!Дональд х 37008"
" 0","Тема: Спасибо за январь 1, 2000 , я хотел заранее поблагодарить всех вас, кто присоединится ко мне в офисе на январь 1 , 2000 . Я ценю вашу готовность посвятить часть ваших выходных выходных истории успеха в Энрон .Как компания, Энрон потратил много времени и усилий на обеспечение того, чтобы бизнес продолжался гладко по мере нашего перехода к 2000 году. Кен Вальтер, работая со многими из вас, проделал отличную работу по подготовке плана работы для января 1. Ваша работа над первым будет последним шагом в этом процессе.Ваши усилия в тот день позволят всем сотрудникам эны вернуться в офис на 4-й январь с уверенностью в нашей способности продолжать вести дела, как обычно.Желаю каждому из вас счастливого нового года.Я постоянно чувствую честь работать с этой самоотверженной и талантливой группой сотрудников.Я с нетерпением жду результатов, которых мы добьемся в 2000 году."
" 0","/ / 00 / 00 / / / / / / / / / / / / / / / / / / / / / / / / / / / / . Дюк не должен удерживать газ до 1 / 4 / 00 . Гэри - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -На данный момент у нас есть 3 , 007 номинации на 1 / 00, и именно это он согласился продержать .Вопросы?Позвони мне.Шарлотта / Целься"
" 0","Тема: Если у вас есть какие-либо вопросы в выходные или праздничные дни, позвоните мне без колебаний, пожалуйста, на мой номер сотового телефона 713 - 562 - 2050.Спасибо."
" 0","Тема: нерешенные вопросы для Jan 1 . Я думаю, все согласны с тем, что было много путаницы в заданиях и обязанностях.С учетом этого я перечисляю некоторые из текущих вопросов, которые я видел, и которые необходимо будет рассмотреть быстро.Большинство из этих проблем не мое дело, но раз уж я вижу неподдерживаемый газ, я подумал, что вы двое захотите запутать эти проблемы.""Энтронные полевые службы"" - не номинировались с септембера 99 .. мы перестали работать с этой трубой ?(Просто фэй - ?)Нам нужно это назначить?Я могу найти старые заметки и, если нужно, попытаться их прогнать.Кто-то просто должен дать мне знать.Lavava расходует транспорт - это внесистемный газ, который hplc перевозит для ena .ena не имеет ном на 1 000 в поп для Jan 1 . medicon texas трубопровод был оставлен без внимания для Jan 1 (и Dec? ).. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Я выступал посредником и номинировал очевидное, но у нас, похоже, есть 10,000 с транспортным контрактом, чтобы перевезти этот газ и не продавать его брокеру.Похоже, у нас длинная позиция.Кому это поручено?Я думала, Карло справляется с этим, но я могу ошибаться.По трубопроводу телеканала - несколько вопросов здесь: 1 . все вопросы, за исключением долгосрочных транспортных расходов, остались незатронутыми для Jan 1 . Я просмотрел операции за предыдущий месяц и надлежащим образом прошёл .кто-то должен проверить точность.Также, были сделки, которые пошли на ноль, номинированные на януар .2. у нас по-прежнему недостаточно поставок для удовлетворения наших потребностей в продажах.Этот вопрос остается нерешенным с тех пор, как October 99 . Управление объемом не может распределяться не было выбрано и номинировано .3 . есть сделка с януаром, которая вновь не относится к конкретным транспортным договорам, заключенным в нашем пункте .(Рекомендация 1 - 6366 10, 000 - del mtr 2 - 6203 10, 000) .Это дорогой трубопровод.У нас нет ставки.Нам нужно знать, какова ставка и нужно ли вносить поправки в один из контрактов на покрытие расходов в связи с этой сделкой , мы не охвачены законом .Карлос обрабатывал эту трубу в конце десятого. Кому это предназначено для Джана?hpl в рабочем состоянии - этот грузоотправитель по Hpl остался неохваченным декембером и януаром 1. Кому это поручено?Это может подождать, пока мы вернемся на следующей неделе.Если она останется неразрешенной, я попаду в нее, когда вернусь.Пэт - вот что я помню о назначениях на решетку с 1 по настоящее время.Вы, возможно, захотите подтвердить это с Мэри Смит, и затем вы сможете принять решения, которые должны быть приняты на основе возможных неупорядоченных вопросов .Обязанности Hank eisenhurs были разделены : mandey - решать все долгосрочные вопросы расходов hplc : неразработанные контракты , декембер-потоки вперед и очистка нерешенных вопросов 1999 года .carlo - все внесистемные операции для ena и hplc в униформе и все несистемные бумажные и электронные номы на внутригосударственных трубопроводах.Ами и Стейси тоже справляются.Здесь много путаницы.Я нашёл неподходящий газ для декембера.Нам нужно быстро разобраться с этим.Перевозки были разделены по зонам.Каждый представитель материально-технического обеспечения отвечает за прохождение всех метров в установленных для них зонах в униформе .hpL, кажется, остается незаполненным.Я думаю, большинство сотрудников предположили, что Карлос взял на себя обязанности Хэнкса.Вышеупомянутые задания - это только мое воспоминание."
" 0","Тема: Король Ранч имеет две области газа, с которыми мне трудно работать в единой системе.1. клеточное ранчо - поскольку нет соглашения о том, что этот газ акомодатируется на королевском ранчо, я понимаю, что hpl продает жидкости, а король ранчо пересылает в Страттон.Я также понимаю, что есть .Плата за доставку этого газа в размере 05%.Нам нужен метод для акомодатирования объемного потока на hpl на метре 415 и 9643. Этот газ не будет отражаться на транс.Пропуск No 123395 и 95394, поскольку он не номинируется из соглашения о обработке.Нам либо нужно ввести точку ном (на hpl или krgp ) на этих метрах, чтобы совместить ном на метре 9610, либо сделка на покупку и продажу (если королевское ранчо получает право на газ) должна быть введёна в ситару на этих метрах с соответствующей скоростью .В настоящее время я вводю точку на krgp для акомодатирования этого потока , так что мы можем перенаправить часть этого газа на текущие межгосударственные продажи .2. Лесное масло - существует соглашение о переработке, которое акомодатирует поток из расходомера (6396) в королевское ранчо.Насколько я понимаю, это соглашение первоначально было заключено до тех пор, пока у Тексако не было собственного соглашения об обработке.Мне нужно подтверждение того, что газ с этого счетчика должен быть номинирован на контракт # (96006681) и что это соглашение должно быть перенесено на hplc.(в настоящее время он все еще ниже hplr) .Если этот газ не указан в вышеуказанном транспортном соглашении , то нам снова нужно акомоморировать объем потока на трубе hpl с помощью либо точечного нома, либо ситара-сделки на метрах 415 и 9643 ."
" 0","Тема: Януарная установка - - конкретно мопы, метр 1373 имеет несколько сделок, и 6 из них имеют 10 градусов. Они не будут правильно распределяться, как вы знаете.Предлагаю вам дважды проверить все промышленные предприятия, чтобы убедиться, что они правильно ранжированы.В таком случае януар нужно будет переосмыслить.Кен"
